ID,n.ACWO,n.ALHU,n.AMCO,n.AMCR,n.AMGO,n.AMKE,n.AMRO,n.ANHU,n.ATFL,n.YRWA,n.BARS,n.BCNH,n.BEKI,n.BEWR,n.BGGN,n.BHCO,n.BHGR,n.BLPH,n.BRBL,n.BRCR,n.BTPI,n.BTYW,n.BUOR,n.BUSH,n.CALT,n.CAQU,n.CATH,n.CAVI,n.CBCH,n.CEDW,n.CHSP,n.CLSW,n.COGO,n.COHA,n.CORA,n.COYE,n.DCCO,n.DEJU,n.DOWO,n.EUST,n.FOSP,n.GBHE,n.GCKI,n.GCSP,n.GHOW,n.GOEA,n.GREG,n.GRHE,n.GRSP,n.HAWO,n.HETH,n.HOFI,n.HOWR,n.HUVI,n.KILL,n.LASP,n.LAZB,n.LEGO,n.LISP,n.MALL,n.MERL,n.MODO,n.NAWA,n.NOFL,n.NOHA,n.NOMO,n.NRWS,n.NUWO,n.OATI,n.OCWA,n.OSFL,n.OSPR,n.PBGR,n.PEFA,n.PISI,n.PSFL,n.PUFI,n.PYNU,n.RBNU,n.RBSA,n.RCKI,n.RECR,n.RODO,n.RSHA,n.RTHA,n.RWBL,n.SAPH,n.SAVS,n.SORA,n.SOSP,n.SPTO,n.SSHA,n.STJA,n.SWTH,n.TOWA,n.TRES,n.TUVU,n.UACC,n.UCSP,n.UNFI,n.UNHU,n.UNSW,n.UNWA,n.UNWO,n.USWI,n.VASW,n.VATH,n.VESP,n.VGSW,n.VIRA,n.WAVI,n.WBNU,n.WCSP,n.WEBL,n.WEME,n.WESJ,n.WETA,n.WEWP,n.WISN,n.WITU,n.WIWA,n.PAWR,n.WODU,n.WREN,n.WTKI,n.WTSW,n.YEWA,nbirds,richness,Point,Date,Year,Month,Day_of_year,StartTime,CloudCover,EstimatedTemperature,EstimatedWindVelocity,Observer,secondary.observers,Recorder,coords.x1,coords.x2,lc.50,forest.50,forest.100,forest.250,wetland.50,wetland.100,wetland.250,grassland.50,grassland.100,grassland.250,shrub.50,shrub.100,shrub.250,water.50,water.100,water.250,maxtemp_F,mintemp_F,precip_mm,PDSI,Palmer_Z,Z_1yr,Z_2yr,Z_3yr,Z_4yr,Z_5yr
2003-06-08 -P 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,24,6/8/2003,2003,6,159,901,100,59,0,Richard Jeffers,,Richard Jeffers,-122.2225145,37.41065679,Forest,1,0.956,0.779,0,0,0,0,0,0.106,0,0.043,0.061,0,0,0,19.79,11.22,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-08 -P 25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,25,6/8/2003,2003,6,159,918,100,59,0,Richard Jeffers,,Richard Jeffers,-122.2270843,37.41064937,Forest,1,0.926,0.858,0,0,0,0,0.074,0.139,0,0,0.003,0,0,0,19.79,11.22,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-08 -P 26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,26,6/8/2003,2003,6,159,934,100,63,0,Richard Jeffers,,Richard Jeffers,-122.2309192,37.41066399,Forest,1,0.915,0.702,0,0,0,0,0.085,0.263,0,0,0.007,0,0,0,19.79,11.22,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-08 -P 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,9,27,6/8/2003,2003,6,159,951,100,61,0,Richard Jeffers,,Richard Jeffers,-122.2358986,37.41089387,Forest,1,0.95,0.51,0,0,0,0,0.037,0.267,0,0.013,0.056,0,0,0,19.79,11.22,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,1,6/9/2003,2003,6,160,810,0,63,0,M. SMITH,,T. CHANDIK,-122.2390845,37.40605149,Mixed,0.343,0.383,0.45,0,0.001,0.011,0.657,0.462,0.261,0,0,0.092,0,0.154,0.187,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,6/9/2003,2003,6,160,910,0,82,0,TED CHANDIK,,M. SMITH,-122.2420725,37.40504976,Mixed,0,0.047,0.254,0,0,0,0.696,0.782,0.628,0.304,0.171,0.081,0,0,0,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,21,6/9/2003,2003,6,160,830,0,59,0,TED CHANDIK,,M. SMITH,-122.2383585,37.40971611,Forest,1,0.867,0.696,0,0,0,0,0.09,0.2,0,0.043,0.048,0,0,0,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,6/9/2003,2003,6,160,1031,0,62,0,TED CHANDIK,,M. SMITH,-122.2343224,37.39824835,Wetland,0.167,0.21,0.213,0.818,0.598,0.416,0.009,0.127,0.149,0.006,0.064,0.098,0,0,0,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,7,4,6/9/2003,2003,6,160,945,0,61,0,TED CHANDIK,,M. SMITH,-122.2398965,37.40091423,Wetland,0.215,0.237,0.143,0.785,0.744,0.61,0,0.019,0.131,0,0,0.006,0,0,0.056,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,6,5,6/9/2003,2003,6,160,1001,0,59,0,TED CHANDIK,,M. SMITH,-122.2368565,37.40026408,Wetland,0,0.069,0.167,1,0.884,0.597,0,0.045,0.106,0,0.002,0.051,0,0,0.02,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-09 -P 8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,7,8,6/9/2003,2003,6,160,848,0,63,0,TED CHANDIK,,M. SMITH,-122.241403,37.4081603,Mixed,0.279,0.473,0.668,0,0,0,0.658,0.509,0.268,0.063,0.018,0.018,0,0,0,16.11,11.36,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,10,6/21/2003,2003,6,172,715,0,55,3,LEDA BETH GRAY,,David Drake,-122.2321885,37.39993876,Forest,0.919,0.589,0.395,0,0,0.007,0.054,0.325,0.232,0.027,0.086,0.367,0,0,0,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,23,12,11,6/21/2003,2003,6,172,735,0,57,3,LEDA BETH GRAY,,David Drake,-122.2284434,37.39931872,Forest,0.728,0.473,0.357,0,0,0,0,0.027,0.107,0.272,0.5,0.537,0,0,0,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,12,6/21/2003,2003,6,172,757,30,57,3,LEDA BETH GRAY,,David Drake,-122.2253485,37.40012986,Mixed,0.465,0.438,0.229,0,0,0,0.254,0.188,0.143,0.281,0.374,0.627,0,0,0,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,6/21/2003,2003,6,172,825,30,59,3,LEDA BETH GRAY,,David Drake,-122.2261943,37.40287812,Mixed,0.615,0.38,0.247,0,0,0,0.3,0.318,0.309,0.085,0.302,0.444,0,0,0,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,6/21/2003,2003,6,172,910,5,60,3,LEDA BETH GRAY,,David Drake,-122.2341497,37.40268131,Shrub,0.05,0.074,0.185,0,0,0.027,0,0,0.064,0.95,0.926,0.7,0,0,0.024,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,9,7,6/21/2003,2003,6,172,850,20,60,3,LEDA BETH GRAY,,David Drake,-122.2307194,37.40359685,Shrub,0.095,0.266,0.236,0,0,0,0,0,0,0.905,0.734,0.764,0,0,0,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-06-21 -P 9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,7,9,6/21/2003,2003,6,172,650,0,54,3,LEDA BETH GRAY,,David Drake,-122.2310957,37.39712356,Mixed,0.581,0.405,0.266,0.299,0.159,0.181,0,0.057,0.201,0.12,0.379,0.339,0,0,0,24.15,7.46,0,2,1.89,0.114166667,-0.199166667,-0.1125,-0.062083333,0.0625
2003-07-13 -P 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,10,7/13/2003,2003,7,194,715,0,54,0,LEDA BETH GRAY,,DAVID DRAKE,-122.2321885,37.39993876,Forest,0.919,0.589,0.395,0,0,0.007,0.054,0.325,0.232,0.027,0.086,0.367,0,0,0,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-13 -P 11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,9,11,7/13/2003,2003,7,194,736,0,60,0,LEDA BETH GRAY,,DAVID DRAKE,-122.2284434,37.39931872,Forest,0.728,0.473,0.357,0,0,0,0,0.027,0.107,0.272,0.5,0.537,0,0,0,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-13 -P 12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,12,7/13/2003,2003,7,194,750,0,57,0,LEDA BETH GRAY,,DAVID DRAKE,-122.2253485,37.40012986,Mixed,0.465,0.438,0.229,0,0,0,0.254,0.188,0.143,0.281,0.374,0.627,0,0,0,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-13 -P 3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,15,3,7/13/2003,2003,7,194,823,0,64,0,LEDA BETH GRAY,,David Drake,-122.2261943,37.40287812,Mixed,0.615,0.38,0.247,0,0,0,0.3,0.318,0.309,0.085,0.302,0.444,0,0,0,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-13 -P 6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,9,6,7/13/2003,2003,7,194,920,0,67,5,LEDA BETH GRAY,,David Drake,-122.2341497,37.40268131,Shrub,0.05,0.074,0.185,0,0,0.027,0,0,0.064,0.95,0.926,0.7,0,0,0.024,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-13 -P 7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,7/13/2003,2003,7,194,857,0,67,5,LEDA BETH GRAY,,David Drake,-122.2307194,37.40359685,Shrub,0.095,0.266,0.236,0,0,0,0,0,0,0.905,0.734,0.764,0,0,0,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-13 -P 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,9,7/13/2003,2003,7,194,652,0,48,0,LEDA BETH GRAY,,DAVID DRAKE,-122.2310957,37.39712356,Mixed,0.581,0.405,0.266,0.299,0.159,0.181,0,0.057,0.201,0.12,0.379,0.339,0,0,0,30.56,10.71,0,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-14 -P 1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,1,7/14/2003,2003,7,195,814,0,79,0,TED CHANDIK,,M. SMITH,-122.2390845,37.40605149,Mixed,0.343,0.383,0.45,0,0.001,0.011,0.657,0.462,0.261,0,0,0.092,0,0.154,0.187,33.36,8.51,0.762,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-14 -P 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,5,2,7/14/2003,2003,7,195,914,0,85,0,TED CHANDIK,,M. SMITH,-122.2420725,37.40504976,Mixed,0,0.047,0.254,0,0,0,0.696,0.782,0.628,0.304,0.171,0.081,0,0,0,33.36,8.51,0.762,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-14 -P 28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,28,7/14/2003,2003,7,195,1021,0,75,0,TED CHANDIK,,M. SMITH,-122.2343224,37.39824835,Wetland,0.167,0.21,0.213,0.818,0.598,0.416,0.009,0.127,0.149,0.006,0.064,0.098,0,0,0,33.36,8.51,0.762,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-14 -P 4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,4,7/14/2003,2003,7,195,942,0,79,0,TED CHANDIK,,M. SMITH,-122.2398965,37.40091423,Wetland,0.215,0.237,0.143,0.785,0.744,0.61,0,0.019,0.131,0,0,0.006,0,0,0.056,33.36,8.51,0.762,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
2003-07-14 -P 5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7/14/2003,2003,7,195,955,0,75,0,TED CHANDIK,,M. SMITH,-122.2368565,37.40026408,Wetland,0,0.069,0.167,1,0.884,0.597,0,0.045,0.106,0,0.002,0.051,0,0,0.02,33.36,8.51,0.762,2.13,0.99,0.288333333,-0.102083333,-0.079722222,-0.04625,0.0445
